Date,Code,weigh,temperature,Humidity(out),PH,Humidity,%Humidity,sum,result
18,A20,0,25,75,7,5,50,0,fail
19,A20,0,25,75,7,3,30,0,fail
20,A20,0,25,75,7,3.8,38,0,fail
21,A20,0,25,75,7,4.7,47,0,fail
22,A20,0,25,75,7,5,50,0,fail
23,A20,0,25,75,7,6.2,62,0,fail
24,A20,0,25,75,7,6.8,68,0,fail
25,A20,70,25,75,7,7,70,150,normal
26,A20,0,25,75,7,5.8,58,0,fail
27,A20,0,25,75,7,6.5,65,0,fail
28,A20,0,25,75,7,7.2,72,0,fail
29,A20,0,25,75,7,6,60,0,fail
1,A21,0,25,75,7,8.5,85,0,fail
2,A21,0,25,75,7,7,70,0,fail
3,A21,0,25,75,7,7.2,72,0,fail
4,A21,0,25,75,7,6.9,69,0,fail
5,A21,0,25,75,7,7.2,72,0,fail
6,A21,0,25,75,7,7,70,0,fail
7,A21,0,25,75,7,8,80,0,fail
8,A21,70,25,75,7,5.5,55,70,normal
9,A21,0,25,75,7,7,70,0,fail
10,A21,30,25,75,7,4.5,45,100,bad
11,A21,0,25,75,7,7,70,0,fail
12,A21,0,25,75,7,7.2,72,0,fail
13,A21,0,25,75,7.2,7.8,78,0,fail
14,A21,0,25,75,7.2,8,80,0,fail
15,A21,0,25,75,7.2,8.2,82,0,fail
16,A21,0,25,75,7.2,7,70,0,fail
17,A21,0,25,75,7.2,5.5,55,0,fail
18,A21,0,25,75,7.2,5,50,0,fail
19,A21,0,25,75,7.2,4.2,42,0,fail
20,A21,0,25,75,7.2,3.8,38,0,fail
21,A21,90,25,75,7.4,8.5,85,190,very good
22,A21,0,25,75,7.4,5,50,0,fail
23,A21,0,25,75,7.4,6.2,62,0,fail
24,A21,0,25,75,7.4,6.8,68,0,fail
25,A21,0,25,75,7.4,7,70,0,fail
26,A21,0,25,75,7.4,5.8,58,0,fail
27,A21,0,25,75,7.4,6.5,65,0,fail
28,A21,0,25,75,7.4,8.5,85,0,fail
29,A21,0,25,75,7.2,6,60,0,fail
1,A22,0,25,75,7,8.5,85,0,fail
2,A22,0,25,75,7,7,70,0,fail
3,A22,0,25,75,7,7.2,72,0,fail
4,A22,0,25,75,7,6.9,69,0,fail
5,A22,0,25,75,7,7.2,72,0,fail
6,A22,30,25,75,7,5,50,30,very bad
7,A22,0,25,75,7,4.5,45,0,fail
8,A22,0,25,75,7,5.5,55,0,fail
9,A22,0,25,75,7,4.2,42,0,fail
10,A22,0,25,75,7,4.7,47,0,fail
11,A22,0,25,75,7,5,50,0,fail
12,A22,0,25,75,7,5.2,52,0,fail
13,A22,0,25,75,7,6,60,0,fail
14,A22,0,25,75,7,6.5,65,0,fail
15,A22,0,25,75,7,7,70,0,fail
16,A22,0,25,75,7,7.5,75,0,fail
17,A22,0,25,75,7,8,80,0,fail
18,A22,0,25,75,7,8.2,82,0,fail
19,A22,70,25,75,7,7.2,72,100,normal
20,A22,0,25,75,7,8.2,82,0,fail
21,A22,0,25,75,7,8.5,85,0,fail
22,A22,0,25,75,7.2,9,90,0,fail
23,A22,0,25,75,7.2,9.2,92,0,fail
24,A22,0,25,75,7.2,8,80,0,fail
25,A22,0,25,75,7.2,7.8,78,0,fail
26,A22,110,25,75,7.2,9.2,92,210,very good
27,A22,0,25,75,7.2,8.8,88,0,fail
28,A22,0,25,75,7.2,8,80,0,fail
29,A22,0,25,75,7.2,7.5,75,0,fail
1,A23,135,25,75,7,9.5,95,135,over
2,A23,0,25,75,7,8,80,0,fail
3,A23,0,25,75,7,7.2,72,0,fail
4,A23,0,25,75,7,6.9,69,0,fail
5,A23,0,25,75,7,7.2,72,0,fail
6,A23,0,25,75,7,7,70,0,fail
7,A23,0,25,75,7,8,80,0,fail
8,A23,0,25,75,7,5.5,55,0,fail
9,A23,0,25,75,7,4,40,0,fail
10,A23,0,25,75,7,4.5,45,0,fail
11,A23,0,25,75,7,6,60,0,fail
12,A23,0,25,75,7,7.2,72,0,fail
13,A23,40,25,75,7,4.7,47,175,bad
14,A23,0,25,75,7.2,8,80,0,fail
15,A23,0,25,75,7.2,8.2,82,0,fail
16,A23,0,25,75,7.2,7,70,0,fail
17,A23,0,25,75,7.2,5.5,55,0,fail
18,A23,0,25,75,7.2,5,50,0,fail
19,A23,0,25,75,7.2,4.2,42,0,fail
20,A23,0,25,75,7.2,3.8,38,0,fail
21,A23,0,25,75,7.2,8.5,85,0,fail
22,A23,0,25,75,7.2,5,50,0,fail
23,A23,0,25,75,7.2,6.2,62,0,fail
24,A23,0,25,75,7.2,6.8,68,0,fail
25,A23,0,25,75,7.4,7,70,0,fail
26,A23,0,25,75,7.4,5.8,58,0,fail
27,A23,0,25,75,7.4,6.5,65,0,fail
28,A23,65,25,75,7.4,6.7,67,240,normal
29,A23,0,25,75,7.4,6,60,0,fail
1,A24,0,25,75,7,8.5,85,0,fail
2,A24,0,25,75,7,7,70,0,fail
3,A24,80,25,75,7,8,80,80,good
4,A24,0,25,75,7,6.9,69,0,fail
5,A24,0,25,75,7,7.2,72,0,fail
6,A24,0,25,75,7,7,70,0,fail
7,A24,0,25,75,7,8,80,0,fail
8,A24,0,25,75,7,5.5,55,0,fail
9,A24,0,25,75,7,7,70,0,fail
10,A24,95,25,75,7.2,9.2,92,175,very good
11,A24,0,25,75,7.2,7,70,0,fail
12,A24,0,25,75,7.2,4.2,42,0,fail
13,A24,0,25,75,7.2,4.8,48,0,fail
14,A24,0,25,75,7.2,5,50,0,fail
15,A24,0,25,75,7.2,3.8,38,0,fail
16,A24,0,25,75,7.2,4,40,0,fail
17,A24,0,25,75,7.2,4.5,45,0,fail
18,A24,0,25,75,7.2,5,50,0,fail
19,A24,0,25,75,7.2,4.2,42,0,fail
20,A24,0,25,75,7.2,5.8,58,0,fail
21,A24,0,25,75,7.4,8.5,85,0,fail
22,A24,0,25,75,7.4,5,50,0,fail
23,A24,0,25,75,7.4,6.2,62,0,fail
24,A24,0,25,75,7.4,6.8,68,0,fail
25,A24,0,25,75,7.4,7,70,0,fail
26,A24,0,25,75,7.4,5.8,58,0,fail
27,A24,0,25,75,7.4,6.5,65,0,fail
28,A24,140,25,75,7.4,10,100,315,over
29,A24,0,25,75,7.4,6.2,62,0,fail
1,A25,140,25,75,6.8,9.5,95,140,over
2,A25,0,25,75,6.8,9,90,0,fail
3,A25,0,25,75,6.8,9.2,92,0,fail
4,A25,0,25,75,6.8,8.8,88,0,fail
5,A25,0,25,75,6.8,8.5,85,0,fail
6,A25,0,25,75,6.8,7,70,0,fail
7,A25,0,25,75,6.8,7.2,72,0,fail
8,A25,0,25,75,6.8,6.8,68,0,fail
9,A25,0,25,75,6.8,7,70,0,fail
10,A25,0,25,75,6.8,5,50,0,fail
11,A25,0,25,75,6.8,4.5,45,0,fail
12,A25,0,25,75,7,4.2,42,0,fail
13,A25,10,25,75,7,3.2,32,150,very bad
14,A25,0,25,75,7,3.8,38,0,fail
15,A25,0,25,75,7,7.8,78,0,fail
16,A25,0,25,75,7,7.5,75,0,fail
17,A25,0,25,75,7,6.5,65,0,fail
18,A25,0,25,75,7,7,70,0,fail
19,A25,0,25,75,7,8.2,82,0,fail
20,A25,0,25,75,7,8.5,85,0,fail
21,A25,0,25,75,7,9,90,0,fail
22,A25,0,25,75,7,8.5,85,0,fail
23,A25,0,25,75,7,7,70,0,fail
24,A25,0,25,75,7,7.2,72,0,fail
25,A25,80,25,75,7,7.5,75,230,good
26,A25,0,25,75,7,5.8,58,0,fail
27,A25,0,25,75,7,6.5,65,0,fail
28,A25,0,25,75,7,7.2,72,0,fail
29,A25,0,25,75,7,6,60,0,fail
1,A26,0,25,75,7,8.5,85,0,fail
2,A26,0,25,75,7,7,70,0,fail
3,A26,0,25,75,7,7.2,72,0,fail
4,A26,0,25,75,7,6.9,69,0,fail
5,A26,0,25,75,7,7.2,72,0,fail
6,A26,0,25,75,7,7,70,0,fail
7,A26,100,25,75,7,8.5,85,100,very good
8,A26,0,25,75,7,5.5,55,0,fail
9,A26,0,25,75,7,7,70,0,fail
10,A26,0,25,75,7,4.5,45,0,fail
11,A26,0,25,75,7,6.5,65,0,fail
12,A26,0,25,75,7,6.8,68,0,fail
13,A26,0,25,75,7.2,7.2,72,0,fail
14,A26,0,25,75,7.2,8,80,0,fail
15,A26,0,25,75,7.2,8.2,82,0,fail
16,A26,0,25,75,7.2,7,70,0,fail
17,A26,0,25,75,7.2,5.8,58,0,fail
18,A26,0,25,75,7.2,5,50,0,fail
19,A26,0,25,75,7.2,4.2,42,0,fail
20,A26,0,25,75,7.2,3.8,38,0,fail
21,A26,0,25,75,7.4,8.5,85,0,fail
22,A26,0,25,75,7.4,5.2,52,0,fail
23,A26,0,25,75,7.4,6.2,62,0,fail
24,A26,0,25,75,7.4,6.8,68,0,fail
25,A26,0,25,75,7.4,7,70,0,fail
26,A26,0,25,75,7.4,5.8,58,0,fail
27,A26,0,25,75,7.4,7,70,0,fail
28,A26,0,25,75,7.4,7.2,72,0,fail
29,A26,135,25,75,7.2,9.5,95,235,over
1,A27,0,25,75,7,9.2,92,0,fail
2,A27,0,25,75,7,9.5,95,0,fail
3,A27,0,25,75,7,8.8,88,0,fail
4,A27,0,25,75,7,7,70,0,fail
5,A27,0,25,75,7,6.5,65,0,fail
6,A27,0,25,75,7,7.5,75,0,fail
7,A27,60,25,75,7,8,80,60,normal
8,A27,0,25,75,7,5.5,55,0,fail
9,A27,0,25,75,7,7,70,0,fail
10,A27,0,25,75,7,4.5,45,0,fail
11,A27,0,25,75,7,7,70,0,fail
12,A27,0,25,75,7,7.2,72,0,fail
13,A27,0,25,75,7,7.8,78,0,fail
14,A27,0,25,75,7,8,80,0,fail
15,A27,0,25,75,7,8.2,82,0,fail
16,A27,0,25,75,7,7,70,0,fail
17,A27,0,25,75,7.2,5.5,55,0,fail
18,A27,0,25,75,7.2,5,50,0,fail
19,A27,0,25,75,7.2,4.2,42,0,fail
20,A27,0,25,75,7.2,3.8,38,0,fail
21,A27,0,25,75,7.2,8.5,85,0,fail
22,A27,0,25,75,7.2,8.8,88,0,fail
23,A27,0,25,75,7.2,9.2,92,0,fail
24,A27,0,25,75,7.2,8,80,0,fail
25,A27,0,25,75,7.2,7.5,75,0,fail
26,A27,40,25,75,7.2,5.8,58,100,bad
27,A27,0,25,75,7.2,7.5,75,0,fail
28,A27,0,25,75,7.2,7.8,78,0,fail
29,A27,60,25,75,7.4,6.2,62,160,normal
1,A28,0,25,75,7,7.2,72,0,fail
2,A28,0,25,75,7,8.5,85,0,fail
3,A28,0,25,75,7,8.8,88,0,fail
4,A28,0,25,75,7,7.5,75,0,fail
5,A28,0,25,75,7,6.8,68,0,fail
6,A28,0,25,75,7,7,70,0,fail
7,A28,0,25,75,7,7.8,78,0,fail
8,A28,90,25,75,7,8.2,82,90,good
9,A28,0,25,75,7,8.8,88,0,fail
10,A28,0,25,75,7,9,90,0,fail
11,A28,0,25,75,7,9.2,92,0,fail
12,A28,0,25,75,7,8.5,85,0,fail
13,A28,0,25,75,7,8,80,0,fail
14,A28,0,25,75,7,7.8,78,0,fail
15,A28,0,25,75,7,7,70,0,fail
16,A28,0,25,75,7,7,70,0,fail
17,A28,0,25,75,7.2,6.8,68,0,fail
18,A28,0,25,75,7.2,5,50,0,fail
19,A28,0,25,75,7.2,4.2,42,0,fail
20,A28,0,25,75,7.2,3.8,38,0,fail
21,A28,0,25,75,7.2,6.7,67,0,fail
22,A28,0,25,75,7.2,7,70,0,fail
23,A28,0,25,75,7.2,7.2,72,0,fail
24,A28,0,25,75,7.2,7.5,75,0,fail
25,A28,0,25,75,7.2,8,80,0,fail
26,A28,140,25,75,7.2,9.9,99,230,over
27,A28,0,25,75,7.2,7.5,75,0,fail
28,A28,0,25,75,7.2,7.8,78,0,fail
29,A28,0,25,75,7.4,6.2,62,0,fail
1,A29,0,25,75,7,5.5,55,0,fail
2,A29,0,25,75,7,6,60,0,fail
3,A29,0,25,75,7,6.8,68,0,fail
4,A29,0,25,75,7,5.8,58,0,fail
5,A29,0,25,75,7,5.2,52,0,fail
6,A29,0,25,75,7,4.2,42,0,fail
7,A29,0,25,75,7,5,50,0,fail
8,A29,0,25,75,7,6.5,65,0,fail
9,A29,0,25,75,7,7,70,0,fail
10,A29,0,25,75,7,7.8,78,0,fail
11,A29,0,25,75,7.2,8.2,82,0,fail
12,A29,0,25,75,7.2,8.5,85,0,fail
13,A29,0,25,75,7.2,7.5,75,0,fail
14,A29,0,25,75,7.2,7.2,72,0,fail
15,A29,0,25,75,7.2,6.5,65,0,fail
16,A29,0,25,75,7.2,4.8,48,0,fail
17,A29,0,25,75,7.2,4.4,44,0,fail
18,A29,0,25,75,7.2,4.2,42,0,fail
19,A29,0,25,75,7.2,5.2,52,0,fail
20,A29,0,25,75,7.2,5.8,58,0,fail
21,A29,0,25,75,7.2,6,60,0,fail
22,A29,0,25,75,7.2,7.5,75,0,fail
23,A29,0,25,75,7.2,8,80,0,fail
24,A29,0,25,75,7.5,8.2,82,0,fail
25,A29,0,25,75,7.5,8.4,84,0,fail
26,A29,0,25,75,7.5,9,90,0,fail
27,A29,0,25,75,7.5,8.8,88,0,fail
28,A29,0,25,75,7.5,8,80,0,fail
29,A29,0,25,75,7.5,7.5,75,0,fail
1,A30,0,25,75,7,9.2,92,0,fail
2,A30,0,25,75,7,9.5,95,0,fail
3,A30,0,25,75,7,8.8,88,0,fail
4,A30,0,25,75,7,6.8,68,0,fail
5,A30,0,25,75,7,7,70,0,fail
6,A30,0,25,75,7,7.8,78,0,fail
7,A30,0,25,75,7,8,80,0,fail
8,A30,80,25,75,7,5.5,55,80,good
9,A30,0,25,75,7,7,70,0,fail
10,A30,40,25,75,7,5.2,52,120,bad
11,A30,0,25,75,7,7,70,0,fail
12,A30,0,25,75,7,7.2,72,0,fail
13,A30,0,25,75,7,7.8,78,0,fail
14,A30,0,25,75,7,8,80,0,fail
15,A30,0,25,75,7,8.2,82,0,fail
16,A30,0,25,75,7,7,70,0,fail
17,A30,0,25,75,7.2,5.5,55,0,fail
18,A30,0,25,75,7.2,5,50,0,fail
19,A30,0,25,75,7.2,4,40,0,fail
20,A30,0,25,75,7.2,3.8,38,0,fail
21,A30,0,25,75,7.2,8.5,85,0,fail
22,A30,0,25,75,7.2,9,90,0,fail
23,A30,0,25,75,7.2,9.2,92,0,fail
24,A30,0,25,75,7.4,8,80,0,fail
25,A30,0,25,75,7.4,7.8,78,0,fail
26,A30,0,25,75,7.4,8.5,85,0,fail
27,A30,0,25,75,7.4,8,80,0,fail
28,A30,0,25,75,7.4,7.8,78,0,fail
29,A30,135,25,75,7.4,9.6,96,255,over
1,A31,0,25,75,7,7,70,0,fail
2,A31,0,25,75,7,8,80,0,fail
3,A31,0,25,75,7,8.2,82,0,fail
4,A31,0,25,75,7,7.2,72,0,fail
5,A31,60,25,75,7,6.4,64,60,normal
6,A31,0,25,75,7,7,70,0,fail
7,A31,0,25,75,7,7.2,72,0,fail
8,A31,0,25,75,7,7.8,78,0,fail
9,A31,0,25,75,7,8,80,0,fail
10,A31,0,25,75,7,8.2,82,0,fail
11,A31,0,25,75,7,8.5,85,0,fail
12,A31,0,25,75,7,7.8,78,0,fail
13,A31,0,25,75,7,8,80,0,fail
14,A31,0,25,75,7,8.8,88,0,fail
15,A31,0,25,75,7,9,90,0,fail
16,A31,0,25,75,7,9,90,0,fail
17,A31,0,25,75,7,9.2,92,0,fail
18,A31,0,25,75,7.2,5,50,0,fail
19,A31,0,25,75,7.2,8.2,82,0,fail
20,A31,0,25,75,7.2,8.5,85,0,fail
21,A31,0,25,75,7.2,7.5,75,0,fail
22,A31,0,25,75,7.2,7.2,72,0,fail
23,A31,0,25,75,7.2,6.5,65,0,fail
24,A31,0,25,75,7.2,6.4,64,0,fail
25,A31,40,25,75,7.2,5.2,52,100,bad
26,A31,0,25,75,7.2,5.5,55,0,fail
27,A31,0,25,75,7.2,6,60,0,fail
28,A31,0,25,75,7.2,6.2,62,0,fail
29,A31,0,25,75,7.2,7,70,0,fail
1,A32,0,25,75,7,9.2,92,0,fail
2,A32,0,25,75,7,9.5,95,0,fail
3,A32,0,25,75,7,8.8,88,0,fail
4,A32,0,25,75,7,6.8,68,0,fail
5,A32,0,25,75,7,7,70,0,fail
6,A32,0,25,75,7,7.8,78,0,fail
7,A32,0,25,75,7,8,80,0,fail
8,A32,80,25,75,7,7.3,73,80,good
9,A32,50,25,75,7,7,70,130,bad
10,A32,0,25,75,7,5.2,52,0,fail
11,A32,0,25,75,7,4.5,45,0,fail
12,A32,0,25,75,7,4.8,48,0,fail
13,A32,0,25,75,7,5,50,0,fail
14,A32,0,25,75,7,4.3,43,0,fail
15,A32,0,25,75,7,5.5,55,0,fail
16,A32,0,25,75,7,6,60,0,fail
17,A32,0,25,75,7.2,6.5,65,0,fail
18,A32,0,25,75,7.2,7,70,0,fail
19,A32,0,25,75,7.2,7.5,75,0,fail
20,A32,0,25,75,7.2,7.8,78,0,fail
21,A32,0,25,75,7.2,8.5,85,0,fail
22,A32,40,25,75,7.2,4.7,47,170,bad
23,A32,0,25,75,7.2,9.2,92,0,fail
24,A32,0,25,75,7.4,8,80,0,fail
25,A32,0,25,75,7.4,7.8,78,0,fail
26,A32,0,25,75,7.4,8.5,85,0,fail
27,A32,0,25,75,7.4,8,80,0,fail
28,A32,0,25,75,7.4,7.8,78,0,fail
29,A32,0,25,75,7.4,6.2,62,0,fail
1,A33,0,25,75,7,9.2,92,0,fail
2,A33,0,25,75,7,9,90,0,fail
3,A33,0,25,75,7,8.8,88,0,fail
4,A33,0,25,75,7,7,70,0,fail
5,A33,0,25,75,7,7.8,78,0,fail
6,A33,0,25,75,7,7,70,0,fail
7,A33,0,25,75,7,8,80,0,fail
8,A33,100,25,75,7,8.5,85,100,very good
9,A33,0,25,75,7,7,70,0,fail
10,A33,0,25,75,7,5.2,52,0,fail
11,A33,0,25,75,7,6,60,0,fail
12,A33,0,25,75,7,6.5,65,0,fail
13,A33,35,25,75,7,5,50,135,bad
14,A33,0,25,75,7,8,80,0,fail
15,A33,0,25,75,7,8.2,82,0,fail
16,A33,0,25,75,7,7,70,0,fail
17,A33,0,25,75,7.2,5.5,55,0,fail
18,A33,0,25,75,7.2,5,50,0,fail
19,A33,0,25,75,7.2,4.2,42,0,fail
20,A33,0,25,75,7.2,3.8,38,0,fail
21,A33,0,25,75,7.2,8.5,85,0,fail
22,A33,0,25,75,7.2,9,90,0,fail
23,A33,0,25,75,7.2,9.2,92,0,fail
24,A33,0,25,75,7.2,8,80,0,fail
25,A33,0,25,75,7.2,7.8,78,0,fail
26,A33,0,25,75,7.2,8.5,85,0,fail
27,A33,30,25,75,7.2,4.8,48,165,bad
28,A33,0,25,75,7.2,7.8,78,0,fail
29,A33,0,25,75,7.2,6.2,62,0,fail
1,A34,135,25,75,7,9.2,92,135,over
2,A34,0,25,75,7,9.5,95,0,fail
3,A34,0,25,75,7,8.8,88,0,fail
4,A34,0,25,75,7,6.8,68,0,fail
5,A34,0,25,75,7,7,70,0,fail
6,A34,0,25,75,7,7.8,78,0,fail
7,A34,0,25,75,7,8,80,0,fail
8,A34,0,25,75,7,7.8,78,0,fail
9,A34,0,25,75,7,7,70,0,fail
10,A34,0,25,75,7,6.5,65,0,fail
11,A34,0,25,75,7,7,70,0,fail
12,A34,0,25,75,7,7.2,72,0,fail
13,A34,0,25,75,7,7.8,78,0,fail
14,A34,0,25,75,7,8,80,0,fail
15,A34,0,25,75,7,8.5,85,0,fail
16,A34,0,25,75,7,8.2,82,0,fail
17,A34,0,25,75,7.2,8,80,0,fail
18,A34,0,25,75,7.2,6.7,67,0,fail
19,A34,0,25,75,7.2,7,70,0,fail
20,A34,0,25,75,7.2,6.5,65,0,fail
21,A34,0,25,75,7.2,5,50,0,fail
22,A34,0,25,75,7.2,5.2,52,0,fail
23,A34,0,25,75,7.2,4.8,48,0,fail
24,A34,0,25,75,7.4,5,50,0,fail
25,A34,0,25,75,7.4,7.2,72,0,fail
26,A34,0,25,75,7.4,5.5,55,0,fail
27,A34,20,25,75,7.2,4.2,42,155,very bad
28,A34,0,25,75,7.4,7.8,78,0,fail
29,A34,0,25,75,7.4,6.2,62,0,fail
1,A35,0,25,75,7,9.2,92,0,fail
2,A35,0,25,75,7,9.5,95,0,fail
3,A35,0,25,75,7,8.8,88,0,fail
4,A35,0,25,75,7,8.2,82,0,fail
5,A35,0,25,75,7,7,70,0,fail
6,A35,0,25,75,7,7.8,78,0,fail
7,A35,0,25,75,7,8,80,0,fail
8,A35,140,25,75,7,9.3,93,140,over
9,A35,0,25,75,7,7,70,0,fail
10,A35,0,25,75,7,7.5,75,0,fail
11,A35,0,25,75,7,7.8,78,0,fail
12,A35,0,25,75,7,8,80,0,fail
13,A35,0,25,75,7,8.2,82,0,fail
14,A35,0,25,75,7,8,80,0,fail
15,A35,0,25,75,7,8.5,85,0,fail
16,A35,0,25,75,7,7,70,0,fail
17,A35,0,25,75,7.2,6.5,65,0,fail
18,A35,0,25,75,7.2,6,60,0,fail
19,A35,0,25,75,7.2,7,70,0,fail
20,A35,0,25,75,7.2,7.2,72,0,fail
21,A35,0,25,75,7.2,7.5,75,0,fail
22,A35,70,25,75,7.2,6.9,69,210,normal
23,A35,0,25,75,7.2,9.2,92,0,fail
24,A35,0,25,75,7.2,8,80,0,fail
25,A35,0,25,75,7.2,7.8,78,0,fail
26,A35,0,25,75,7.2,8.5,85,0,fail
27,A35,0,25,75,7.2,8,80,0,fail
28,A35,0,25,75,7.2,7.8,78,0,fail
29,A35,0,25,75,7.2,6.2,62,0,fail
1,A35,0,25,75,7,9.2,92,0,fail
2,A35,0,25,75,7,9.5,95,0,fail
3,A35,0,25,75,7,8.8,88,0,fail
4,A35,0,25,75,7,8.2,82,0,fail
5,A35,0,25,75,7,7,70,0,fail
6,A35,0,25,75,7,7.8,78,0,fail
7,A35,0,25,75,7,8,80,0,fail
8,A35,140,25,75,7,9.3,93,140,over
9,A35,0,25,75,7,7,70,0,fail
10,A35,0,25,75,7,7.5,75,0,fail
11,A35,0,25,75,7,7.8,78,0,fail
12,A35,0,25,75,7,8,80,0,fail
13,A35,0,25,75,7,8.2,82,0,fail
14,A35,0,25,75,7,8,80,0,fail
15,A35,0,25,75,7,8.5,85,0,fail
16,A35,0,25,75,7,7,70,0,fail
17,A35,0,25,75,7.2,6.5,65,0,fail
18,A35,0,25,75,7.2,6,60,0,fail
19,A35,0,25,75,7.2,7,70,0,fail
20,A35,0,25,75,7.2,7.2,72,0,fail
21,A35,0,25,75,7.2,7.5,75,0,fail
22,A35,70,25,75,7.2,6.9,69,210,normal
23,A35,0,25,75,7.2,9.2,92,0,fail
24,A35,0,25,75,7.2,8,80,0,fail
25,A35,0,25,75,7.2,7.8,78,0,fail
26,A35,0,25,75,7.2,8.5,85,0,fail
27,A35,0,25,75,7.2,8,80,0,fail
28,A35,0,25,75,7.2,7.8,78,0,fail
29,A35,0,25,75,7.2,6.2,62,0,fail
1,A36,0,25,75,7,9.2,92,0,fail
2,A36,0,25,75,7,9.5,95,0,fail
3,A36,0,25,75,7,8.8,88,0,fail
4,A36,0,25,75,7,6.8,68,0,fail
5,A36,0,25,75,7,7.2,72,0,fail
6,A36,0,25,75,7,7.8,78,0,fail
7,A36,0,25,75,7,8,80,0,fail
8,A36,110,25,75,7.2,9.2,92,110,very good
9,A36,0,25,75,7.2,7,70,0,fail
10,A36,0,25,75,7.2,7.5,75,0,fail
11,A36,0,25,75,7.2,7.8,78,0,fail
12,A36,0,25,75,7.2,8,80,0,fail
13,A36,0,25,75,7.2,8.2,82,0,fail
14,A36,0,25,75,7.2,8.5,85,0,fail
15,A36,0,25,75,7.2,9,90,0,fail
16,A36,0,25,75,7.2,9.2,92,0,fail
17,A36,0,25,75,7.2,8,80,0,fail
18,A36,0,25,75,7.2,8.3,83,0,fail
19,A36,0,25,75,7.2,8,80,0,fail
20,A36,0,25,75,7.2,7.5,75,0,fail
21,A36,0,25,75,7.2,7,70,0,fail
22,A36,0,25,75,7.2,6.5,65,0,fail
23,A36,0,25,75,7.2,4,40,0,fail
24,A36,0,25,75,7.4,6.8,68,0,fail
25,A36,0,25,75,7.4,7,70,0,fail
26,A36,0,25,75,7.4,7.5,75,0,fail
27,A36,0,25,75,7.4,8,80,0,fail
28,A36,0,25,75,7.4,7.8,78,0,fail
29,A36,0,25,75,7.4,6.2,62,0,fail
1,A37,0,25,75,7,9.2,92,0,fail
2,A37,0,25,75,7,9.5,95,0,fail
3,A37,0,25,75,7,8.8,88,0,fail
4,A37,0,25,75,7,8.5,85,0,fail
5,A37,0,25,75,7,8,80,0,fail
6,A37,0,25,75,7,7.8,78,0,fail
7,A37,0,25,75,7,8.2,82,0,fail
8,A37,0,25,75,7,7.5,75,0,fail
9,A37,0,25,75,7,7,70,0,fail
10,A37,0,25,75,7,8,80,0,fail
11,A37,0,25,75,7,8.2,82,0,fail
12,A37,0,25,75,7,7.2,72,0,fail
13,A37,0,25,75,7,7.8,78,0,fail
14,A37,0,25,75,7,8,80,0,fail
15,A37,0,25,75,7,8.2,82,0,fail
16,A37,0,25,75,7,7,70,0,fail
17,A37,0,25,75,7.2,5.5,55,0,fail
18,A37,0,25,75,7.2,5.2,52,0,fail
19,A37,0,25,75,7.2,4.3,43,0,fail
20,A37,0,25,75,7.2,3.8,38,0,fail
21,A37,0,25,75,7.2,8.5,85,0,fail
22,A37,0,25,75,7.2,9,90,0,fail
23,A37,0,25,75,7.2,9.2,92,0,fail
24,A37,0,25,75,7.4,8,80,0,fail
25,A37,0,25,75,7.4,7.8,78,0,fail
26,A37,0,25,75,7.4,8.5,85,0,fail
27,A37,0,25,75,7.4,8,80,0,fail
28,A37,0,25,75,7.4,7.8,78,0,fail
29,A37,0,25,75,7.4,6.2,62,0,fail
1,A38,0,25,75,7,9.2,92,0,fail
2,A38,0,25,75,7,9.5,95,0,fail
3,A38,0,25,75,7,8.8,88,0,fail
4,A38,0,25,75,7,6.8,68,0,fail
5,A38,0,25,75,7,7,70,0,fail
6,A38,0,25,75,7,6.5,65,0,fail
7,A38,0,25,75,7,8,80,0,fail
8,A38,110,25,75,7,9,90,110,very good
9,A38,0,25,75,7,6,60,0,fail
10,A38,0,25,75,7,6.5,65,0,fail
11,A38,0,25,75,7,5.2,52,0,fail
12,A38,0,25,75,7,4.8,48,0,fail
13,A38,0,25,75,7,4,40,0,fail
14,A38,0,25,75,7,6.5,65,0,fail
15,A38,0,25,75,7,7,70,0,fail
16,A38,0,25,75,7,8.2,82,0,fail
17,A38,0,25,75,7.2,8.8,88,0,fail
18,A38,0,25,75,7.2,9,90,0,fail
19,A38,135,25,75,7.2,9.5,95,245,over
20,A38,0,25,75,7.2,8.8,88,0,fail
21,A38,0,25,75,7.2,8.5,85,0,fail
22,A38,0,25,75,7.2,9,90,0,fail
23,A38,0,25,75,7.2,9.2,92,0,fail
24,A38,0,25,75,7.4,8,80,0,fail
25,A38,0,25,75,7.4,7.8,78,0,fail
26,A38,0,25,75,7.4,8.5,85,0,fail
27,A38,0,25,75,7.4,8,80,0,fail
28,A38,0,25,75,7.4,7.8,78,0,fail
29,A38,0,25,75,7.4,7,70,0,fail
1,A39,0,25,75,7,8.5,85,0,fail
2,A39,0,25,75,7,8.2,82,0,fail
3,A39,0,25,75,7,7,70,0,fail
4,A39,0,25,75,7,6.5,65,0,fail
5,A39,70,25,75,7,6.9,69,70,normal
6,A39,0,25,75,7.2,55,550,0,fail
7,A39,0,25,75,7.2,5.2,52,0,fail
8,A39,0,25,75,7.2,6,60,0,fail
9,A39,0,25,75,7.2,6.2,62,0,fail
10,A39,0,25,75,7.2,7,70,0,fail
11,A39,0,25,75,7.2,7.8,78,0,fail
